MichiganData = [
82681,103678
85300,85013
66668,141153
76214,248070
65118,161661
86438,275846
73331,113069
85481,614897
78874,823809
70326,91242
73255,277789
70227,64518
81448,75455
66520,385839
82183,77199
68782,179848
74430,151632
66454,97250
72589,68916
101689,352046
66287,1638219
81508,79397
77934,145333
107683,1193494
];
