Jackson County,2010,79.59,75.01
Jasper County,2010,80.76,76.06
Jefferson County,2010,78.88,74.02
Jersey County,2010,80.46,75.96
Jo Daviess County,2010,81.93,78.21
Johnson County,2010,79.25,74.03
Kane County,2010,82.08,78.99
Kankakee County,2010,80.11,74.53
Kendall County,2010,83.06,77.88
Knox County,2010,78.47,74.53
Lake County,2010,82.51,78.94
La Salle County,2010,79.47,75.19
Lawrence County,2010,78.6,73.38
Lee County,2010,79.86,76.63
Livingston County,2010,80.67,75.41
Logan County,2010,80.34,74.73
McDonough County,2010,80.16,76.44
McHenry County,2010,81.85,77.83
McLean County,2010,81.35,77.32
Macon County,2010,79.56,74.54
Macoupin County,2010,79.67,76.17
Madison County,2010,79.57,74.45
Marion County,2010,78.21,72.44
Marshall County,2010,79.47,75.47
Mason County,2010,79.15,75.66
Massac County,2010,79.25,74.03
Menard County,2010,79.89,75.18
Mercer County,2010,82.11,76.35
Monroe County,2010,82.15,78
Montgomery County,2010,79.59,73.9
Morgan County,2010,80.13,75.82
Moultrie County,2010,80.62,76.66
Ogle County,2010,81.56,77.39
Peoria County,2010,79.36,74.86
Perry County,2010,79.82,73.9
Piatt County,2010,80.62,76.66
Pike County,2010,80.42,76.01
Pope County,2010,77.51,72.01
Pulaski County,2010,77.26,71.35
Putnam County,2010,81.35,76.1
Randolph County,2010,80.28,75.19
Richland County,2010,80.12,73.37
Rock Island County,2010,80.35,75.98
St. Clair County,2010,78.97,74.05
Saline County,2010,77.51,72.01
Sangamon County,2010,80.26,74.94
Schuyler County,2010,79.15,75.66
Scott County,2010,80.42,76.01
Shelby County,2010,81.1,76.48
Stark County,2010,79.47,75.47
Stephenson County,2010,80.49,76.34
Tazewell County,2010,80.35,75.88
Union County,2010,79.39,74.99
Vermilion County,2010,78.03,73.05
Wabash County,2010,80.62,74.4
Warren County,2010,81.21,73.91
Washington County,2010,81.36,75.98
Wayne County,2010,80.49,73.81
White County,2010,79.34,73.64
Whiteside County,2010,80.74,75.89
Will County,2010,81.35,77.39
Williamson County,2010,79.02,73.51
Winnebago County,2010,80.24,74.68
Woodford County,2010,81.73,78.04
Adams County,2010,80.87,75.25
Allen County,2010,80.15,76.1
Bartholomew County,2010,79.23,74.58
Benton County,2010,80.74,74.25
Blackford County,2010,78.94,73.1
Boone County,2010,80.63,77.26
Brown County,2010,80.49,76.65
Carroll County,2010,80.41,75.65
Cass County,2010,79.26,74.09
Clark County,2010,78.48,74.06
Clay County,2010,79.21,74.6
Clinton County,2010,79.6,74.59
Crawford County,2010,79.39,72.77
Daviess County,2010,79.23,73.69
Dearborn County,2010,80.27,76.11
Decatur County,2010,80.04,74.37
DeKalb County,2010,79.29,74.97
Delaware County,2010,79.25,73.7
Dubois County,2010,80.29,76.92
Elkhart County,2010,80.92,76.44
Fayette County,2010,76.8,72.84
Floyd County,2010,78.81,74.38
Fountain County,2010,79.59,73.85
Franklin County,2010,80.36,75.18
Fulton County,2010,78.79,74.21
Gibson County,2010,79.68,75.04
Grant County,2010,78.68,72.31
Greene County,2010,79.02,73.63
Hamilton County,2010,83.21,79.2
Hancock County,2010,79.41,76.22
Harrison County,2010,80.15,74.4
Hendricks County,2010,81.72,77.55
Henry County,2010,78.9,73.44
Howard County,2010,78.72,74.16
Huntington County,2010,80.26,75.09
Jackson County,2010,78.84,73.18
Jasper County,2010,79.57,74.48
Jay County,2010,78.94,73.1
Jefferson County,2010,77.66,73.38
Jennings County,2010,78.12,72.75
Johnson County,2010,80.68,76.12
Knox County,2010,78.55,73.15
Kosciusko County,2010,80.36,75.53
LaGrange County,2010,79.84,75.29
Lake County,2010,79.24,73.23
LaPorte County,2010,78.89,73.59
Lawrence County,2010,78.96,72.92
Madison County,2010,78,72.96
Marion County,2010,78.51,73.23
Marshall County,2010,80.08,76.19
Martin County,2010,79.23,73.69
Miami County,2010,79.39,75.2
Monroe County,2010,81.55,77.29
Montgomery County,2010,80.01,74.51
Morgan County,2010,79.64,74.19
Newton County,2010,79.1,74.4
Noble County,2010,79.07,74.56
Ohio County,2010,79.12,73.21
Orange County,2010,79.39,72.77
Owen County,2010,78.58,73.3
Parke County,2010,79.9,74.26
Perry County,2010,79.41,75.57
Pike County,2010,79.68,75.04
Porter County,2010,80.04,75.92
Posey County,2010,81.19,75.25
Pulaski County,2010,78.79,74.21
Putnam County,2010,80.1,75.41
Randolph County,2010,79.82,74.97
Ripley County,2010,79.11,75.89
Rush County,2010,79,74.52
St. Joseph County,2010,79.88,75.19
Scott County,2010,76.53,71.2
Shelby County,2010,79.11,73.94
Spencer County,2010,80.93,75.56
Starke County,2010,76.5,72.5
Steuben County,2010,81.3,77.09
Sullivan County,2010,78.63,72.62
Switzerland County,2010,79.12,73.21
Tippecanoe County,2010,80.67,76.8
Tipton County,2010,79.21,76.18
Union County,2010,80.36,75.18
Vanderburgh County,2010,78.97,74.57
Vermillion County,2010,77.97,73.58
Vigo County,2010,78.51,73.31
Wabash County,2010,80.21,74.44
Warren County,2010,80.74,74.25
Warrick County,2010,80.42,77.06
Washington County,2010,77.93,72.64
Wayne County,2010,78.54,73.44
Wells County,2010,81.77,76.22
White County,2010,80.11,75.59
Whitley County,2010,80.66,75.97
Adair County,2010,81.52,76.28
Adams County,2010,80.85,76.29
Allamakee County,2010,81.2,77.19
Appanoose County,2010,80.24,74.96
Audubon County,2010,81.52,76.28
Benton County,2010,81.89,77.56
Black Hawk County,2010,80.72,76.66
Boone County,2010,80,75.62
Bremer County,2010,82.95,78.71
Buchanan County,2010,80.78,76.89
Buena Vista County,2010,81.36,76.23
Butler County,2010,82.82,76.94
Calhoun County,2010,81.02,77.33
Carroll County,2010,81.87,76.24
Cass County,2010,81.66,76.9
Cedar County,2010,83.17,77.9
Cerro Gordo County,2010,80.75,76.75
Cherokee County,2010,81.46,76.41
Chickasaw County,2010,82.82,76.94
Clarke County,2010,80.72,75.22
Clay County,2010,81.16,77.3
Clayton County,2010,82.72,76.61
Clinton County,2010,79.72,75.52
Crawford County,2010,80.88,76.07
Dallas County,2010,82.88,79.35
Davis County,2010,80.55,76.26
Decatur County,2010,80.72,75.22
